id,name,rating,about,address,price_range,cuisines,features,preferences,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,img1_url,img2_url,img3_url
1040,Warung Mirah,4.7,"Our restaurant offers delicious and inexpensive food with a comfortable atmosphere, available a variety of traditional foods with distinctive flavors and our secret spices, ranging from chicken salad, lalapan nila, lalapan lele, soto, and various fresh drinks such as squeezed oranges directly from our garden. Starting from Rp. 4000, - you can enjoy delicious food made by grandma.","Jl. Jaya Lengkara No.2 Dasan Cermen, Sandubay, Mataram, Lombok 83232 Indonesia",$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/19/a9/1a/soto-ayam-yang-berisi.jpg?w=900&h=500&s=1,,
1041,Lesehan Putri Lombok,4.7,We serve the most traditional and authentic Indonesian food. Enjoy your meal in our beruga surrounded by fresh water fish pond.,"Jl. Raya Praya Mantang Gerunung, Praya, Lombok 83514 Indonesia",$,"['Asian', 'Indonesian', 'Arabic Restaurants in Praya']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1042,Pawon Almeera,4.7,"Jalan Raya Pemenang Sebelah SMK 1, Pemenang, Lombok 83353 Indonesia","Jalan Raya Pemenang Sebelah SMK 1, Pemenang, Lombok 83353 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,,,
1043,Pawon Bale,4.7,"Jl.bunga Matahari Gg 3 Gomong Lama Mataram Jl.pemuda Gomong Lama Mataram, Mataram, Lombok 83126 Indonesia","Jl.bunga Matahari Gg 3 Gomong Lama Mataram Jl.pemuda Gomong Lama Mataram, Mataram, Lombok 83126 Indonesia",$$-$$$,"['Fast Food', 'Asian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Lunch, DinnerFast Food, Asian, Deli, Grill, Street Food, Indonesian', 'Lunch, Dinner', 'Fast Food, Asian, Deli, Grill, Street Food, Indonesian']",[],10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,
1044,The Vibes Restaurant & Bar,4.7,,"Gangga, Lombok Indonesia",$$-$$$,['Asian'],"['Breakfast, Lunch, DinnerAsian', 'Breakfast, Lunch, Dinner']",[],9:00 AM - 9:00 PM,Closed,Closed,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,,,
1045,Carlo's Cafe & Bar,4.7,"A small but excellent restaurant with inside and shadey garden tables (or seating) , only a few steps away from Kuta beach. We cook for you Indonesian dishes, Pizza, Pasta, Burgers, Salads, also Vegetarian dishes. A variety of Fruit Juices, Softdrinks, Coffee &Tea, Beer and Cocktails.","Jl. Pariwisata Pantai Kuta, Kuta, Lombok 83573 Indonesia",$,"['Italian', 'American', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta']","['Italian, American, Pizza, Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1046,Nona Anjani,4.7,"Jl. Ragi Genap, Gg Anggrek no. 1, banjar ampenan, Mataram, Lombok 83114 Indonesia","Jl. Ragi Genap, Gg Anggrek no. 1, banjar ampenan, Mataram, Lombok 83114 Indonesia",$$-$$$,"['Asian', 'Korean', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, Dinner, Brunch, Late Night, DrinksAsian, Korean, Indonesian', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Asian, Korean, Indonesian']",[],Closed,9:00 AM - 9:30 PM,9:00 AM - 9:30 PM,9:00 AM - 9:30 PM,9:00 AM - 9:30 PM,9:00 AM - 9:30 PM,9:00 AM - 9:30 PM,,,
1047,Kuliner seafood Borobudur 2,4.7,"Midang jl patimura 59, Mataram, Lombok 83351 Indonesia","Midang jl patimura 59, Mataram, Lombok 83351 Indonesia",$$-$$$,"['Seafood', 'Fast Food', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, Dinner, DrinksSeafood, Fast Food, Asian, Healthy, Street Food, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Seafood, Fast Food, Asian, Healthy, Street Food, Indonesian']",[],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,,,
1048,Bebek Tembrak,4.7,"Graha Permata Kota Blok Ao/01 Selagalas, Lingsar, Lombok 83237 Indonesia","Graha Permata Kota Blok Ao/01 Selagalas, Lingsar, Lombok 83237 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['LunchAsian, Indonesian', 'Asian, Indonesian']",[],10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,10:00 AM - 4:00 PM,,,
1049,Gamana,4.7,"Jl. Pluto No.108 BTN Mavilla Rengganis, Labuapi, Lombok 83361 Indonesia","Jl. Pluto No.108 BTN Mavilla Rengganis, Labuapi, Lombok 83361 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,,,
1050,Warung Bolang,4.7,"Local specialty reading curry, rice and local Sasak food. Great setting with a sea breeze and delightful view.","Jl. Pantai Kuta, Kuta, Lombok 83573 Indonesia",$,"['Indian', 'International', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta', 'Pizza for Families in Kuta']","['Indian, International, Barbecue, Grill, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1051,Eat More Steak Lombok,4.7,"Jl. Panji Tilar Negara Kekalik Jaya, Mataram, Lombok Indonesia","Jl. Panji Tilar Negara Kekalik Jaya, Mataram, Lombok Indonesia",$$-$$$,"['Japanese', 'American', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Cash Only, Digital PaymentsDinner, Late Night, DrinksDelivery, Takeout', 'Cash Only, Digital Payments', 'Dinner, Late Night, Drinks', 'Delivery, Takeout']",[],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,,,
1052,Krabby Patty Resto,4.7,,"Pemenang, West Nusa Tenggara 83352 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,,,
1053,"Kai, The Spice Table",4.7,"Aik Berik, Batukliang Utara, Gili, West Nusa Tenggara 83552, Pemenang, West Nusa Tenggara 83552 Indonesia","Aik Berik, Batukliang Utara, Gili, West Nusa Tenggara 83552, Pemenang, West Nusa Tenggara 83552 Indonesia",$$-$$$,"['Mediterranean', 'Asian']","['Breakfast, Lunch, DinnerMediterranean, Asian, Fusion, Diner, Indonesian', 'Breakfast, Lunch, Dinner', 'Mediterranean, Asian, Fusion, Diner, Indonesian']",[],6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,,,
1054,Ainaura Food And Homestay,4.7,"Awang-Mertak Road, Awang Village, Pujut District, Central Lombok Regency","Jl. Sengkol, Awang, Desa Mertak, Pujut, Lombok 83573 Indonesia",$$-$$$,"['Healthy Restaurants in Pujut', 'Campania Restaurants in Pujut', 'Arabic Restaurants in Pujut', 'Pizza for Lunch in Pujut']",[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1055,Warung Anugrah,4.7,"Jl. Raya Senggigi Malaka, Pemenang, Lombok 83352 Indonesia","Jl. Raya Senggigi Malaka, Pemenang, Lombok 83352 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Open every day, open everyday!08.00 - 17.00Read more', 'Open every day, open everyday!08.00 - 17.00', 'Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,,,
1056,R F Cafe,4.7,"Jl. Mojo, Pemenang, West Nusa Tenggara 83352 Indonesia","Jl. Mojo, Pemenang, West Nusa Tenggara 83352 Indonesia",$,['Pizza'],[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1057,Fitriani Wulandari,4.7,"Montong Betok, Kec Montong Gading Lombok Timur Montong Betok, Montong Betok, Lombok 654519 Indonesia","Montong Betok, Kec Montong Gading Lombok Timur Montong Betok, Montong Betok, Lombok 654519 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Cash OnlyBreakfast, Lunch, Dinner, Late NightDrive Thru', 'Breakfast, Lunch, Dinner, Late Night']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,,,
1058,Ud.rauhul,4.7,"Gunung Jae Desa Mekar Bersatu, Barabali, Lombok 83552 Indonesia","Gunung Jae Desa Mekar Bersatu, Barabali, Lombok 83552 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['LunchAsian, Indonesian', 'Asian, Indonesian']",[],Closed,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,10:00 AM - 5:00 PM,12:15 PM - 5:00 PM,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/85/b1/78/ini-adalh-cemiln-sehat.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/85/b1/7a/ini-adalh-cemiln-sehat.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/85/b1/79/ini-adalh-cemiln-sehat.jpg?w=900&h=500&s=1
1059,Kuliner Seafood Borobudur 2,4.7,"Jl.Pattimura No.59, Mataram, Lombok 83351 Indonesia","Jl.Pattimura No.59, Mataram, Lombok 83351 Indonesia",$$-$$$,"['Seafood', 'Fast Food', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, Dinner, DrinksSeafood, Fast Food, Asian, Healthy, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Seafood, Fast Food, Asian, Healthy, Indonesian']",[],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,,,
1060,Ayam geprek mbak santi,4.7,"Jalan ra Kartini GG Pertiwi monjok timur Selaparan, Mataram, Lombok 83122 Indonesia","Jalan ra Kartini GG Pertiwi monjok timur Selaparan, Mataram, Lombok 83122 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Breakfast, Lunch, Dinner, Brunch, Late Night, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1061,Scallywags Beach Club Bar & Restaurant,4.7,"Gili Air, Gili Indah, Kec. Pemenang, Mataram, Nusa Tenggara Bar. 83352, Pemenang, West Nusa Tenggara 83352 Indonesia","Gili Air, Gili Indah, Kec. Pemenang, Mataram, Nusa Tenggara Bar. 83352, Pemenang, West Nusa Tenggara 83352 Indonesia",$$-$$$,['Hawaiian'],"['Breakfast, Lunch, DinnerHawaiian', 'Breakfast, Lunch, Dinner']",[],7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,,,
1062,Laila Fauzi Kitchen,4.7,"Jalan Melur No 17 RT 003  RW 239 Kota Mataram, Mataram, Lombok 83126 Indonesia","Jalan Melur No 17 RT 003 RW 239 Kota Mataram, Mataram, Lombok 83126 Indonesia",$$-$$$,"['Asian', 'Street Food', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, Dinner, DrinksAsian, Street Food, Indonesian, Central Asian, Arabic', 'Breakfast, Lunch, Dinner, Drinks', 'Asian, Street Food, Indonesian, Central Asian, Arabic']",[],Closed,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,
1063,Warung Makan Mba' Mala,4.7,Menjual: 1. Soto 2. Bakso Urat 3. Bakso Beranak 4. Nasi Goreng,"Mujur, Montong Betok Montong Betok, Montong Betok, Lombok 83664 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, Dinner, Late NightAsian, Indonesian', 'Breakfast, Lunch, Dinner, Late Night', 'Asian, Indonesian']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,,,
1064,La Siesta,4.7,"Restaurant located in the north of the island, cuisine with vegan options, good coffee, good atmosphere and beautiful decoration.","Jalan Bambu, Pemenang, West Nusa Tenggara Indonesia",$$-$$$,['Cafe'],"['Breakfast, Lunch, Dinner, DrinksBar, Cafe, Spanish, Pub', 'Breakfast, Lunch, Dinner, Drinks', 'Bar, Cafe, Spanish, Pub']",[],9:30 AM - 8:00 PM,9:30 AM - 8:00 PM,9:30 AM - 8:00 PM,9:30 AM - 8:00 PM,9:30 AM - 8:00 PM,9:30 AM - 8:00 PM,9:30 AM - 8:00 PM,,,
1065,Gorengan ceker multazam.,4.7,"Batu keliang utara lombok tengha ntb, Mantang, Lombok 83550 Indonesia","Batu keliang utara lombok tengha ntb, Mantang, Lombok 83550 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, Dinner, Late Night, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Late Night, Drinks', 'Asian, Indonesian']",[],10:00 AM - 6:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,Closed,10:00 AM - 6:00 PM,,,
1066,Soto Ayok! Mama Pika,4.7,,"Jl. Caturwarga No. 16, Mataram, Lombok Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Breakfast, Lunch, Dinner, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Asian, Indonesian']",[],Closed,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,7:30 AM - 8:30 PM,,,
1067,Misnawati,4.7,,"Dangiang Gumantar, Mataram, Lombok Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/53/aa/3c/selain-aneka-stickkami.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/53/aa/44/selain-aneka-stickkami.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/53/aa/3d/selain-aneka-stickkami.jpg?w=900&h=-1&s=1
1068,Maxal Resto,4.7,"Jalan Pariwisata Gili Indah, Pemenang, Lombok 83352 Indonesia","Jalan Pariwisata Gili Indah, Pemenang, Lombok 83352 Indonesia",$$-$$$,['Romantic Cafes in Pemenang'],"['Breakfast, Lunch, Dinner']",[],12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,,,
1069,Batukliang,4.7,"Bebante,lendang tampel, Kec. Batukliang, loteng Bebante, lendang tampel, Kec. Batukliang, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83552, Lendang Nangka, Lombok 83552 Indonesia","Bebante,lendang tampel, Kec. Batukliang, loteng Bebante, lendang tampel, Kec. Batukliang, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83552, Lendang Nangka, Lombok 83552 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Lunch, Dinner, DrinksAsian, Indonesian', 'Lunch, Dinner, Drinks', 'Asian, Indonesian']",[],10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,
1070,Shawarme,4.7,,"Bazaar Mandalika, Kuta, Lombok Indonesia",$$-$$$,"['Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Pizza for Families in Kuta']","['Breakfast, Lunch, Dinner']",[],3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 PM - 10:00 PM,3:00 AM - 10:00 PM,3:00 AM - 10:00 PM,3:00 AM - 10:00 PM,,,
1071,Dapur Ina Senggigi,4.7,,"Jl. Guru Rum, Senggigi, Lombok 83355 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Latin Restaurants in Senggigi']","['DinnerAsian, Indonesian', 'Asian, Indonesian']",[],4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,4:00 PM - 10:00 PM,,,
1072,Kedai Madu Shofiyyah,4.7,"Jl. Raya Praya Mantang BTN Ketejer No.03, Praya, Lombok 83511 Indonesia","Jl. Raya Praya Mantang BTN Ketejer No.03, Praya, Lombok 83511 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Praya']","['Madu hutan, madu melifera dan madu trigonaRead more', 'Madu hutan, madu melifera dan madu trigona', 'Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1073,Bakso badjang,4.7,"Jl gili meno gang 2 marong jamk selatn karang baru, Mataram, Lombok 83126 Indonesia","Jl gili meno gang 2 marong jamk selatn karang baru, Mataram, Lombok 83126 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Pizza for Lunch in Mataram']","['Cash Only, Accepts Credit CardsBreakfast, Lunch, DinnerDelivery', 'Cash Only, Accepts Credit Cards', 'Breakfast, Lunch, Dinner']",[],10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,
1074,Dolce Cafe,4.7,"Jl. Terusan Bung Hatta No. 222, Mataram, Lombok 83124 Indonesia","Jl. Terusan Bung Hatta No. 222, Mataram, Lombok 83124 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],9:00 AM - 11:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,9:00 AM - 11:00 PM,,,
1075,Lesehan Bujak,4.7,,"Jl. Bung Karno, Kopang, Lombok 83552 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,,,
1076,MyB Creations Food & Beverage,4.7,"Jl.Guru Bangkol A No.3, Mataram, Lombok 83127 Indonesia","Jl.Guru Bangkol A No.3, Mataram, Lombok 83127 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Lunch, DinnerAsian, Indonesian', 'Lunch, Dinner', 'Asian, Indonesian']",[],Closed,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,11:30 AM - 11:00 PM,,,
1077,Rumah Makan Taliwang Haji Ambong,4.7,"Jl. Ade Irma Suryani No.09, Karang Taliwang, Mataram, Lombok 83239 Indonesia","Jl. Ade Irma Suryani No.09, Karang Taliwang, Mataram, Lombok 83239 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,,,
1078,Kedai Star Big,4.7,"Jl. Pandawa No. 10 Cakranegara, Mataram, Lombok 83238 Indonesia","Jl. Pandawa No. 10 Cakranegara, Mataram, Lombok 83238 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Korean Restaurants in Mataram', 'Arabic Restaurants in Mataram']","['Breakfast, Lunch, DinnerAsian, Indonesian', 'Breakfast, Lunch, Dinner', 'Asian, Indonesian']",[],9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,,,
1079,Warung Jawa Asa,4.7,"Jalan Raya Kuta In Front Of Sdn 1 Kuta, Kuta, Lombok 83573 Indonesia","Jalan Raya Kuta In Front Of Sdn 1 Kuta, Kuta, Lombok 83573 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Campania Restaurants in Kuta']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1080,Mie Ayam Moya,4.7,"Jl. Taruna Ombe Baru, Ombe Baru, Lombok 83362 Indonesia","Jl. Taruna Ombe Baru, Ombe Baru, Lombok 83362 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/57/b1/56/banyak-varian-menu-yang.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/57/b1/59/banyak-varian-menu-yang.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/57/b1/57/banyak-varian-menu-yang.jpg?w=900&h=500&s=1
1081,Babah Kitchen,4.7,"Jl. Arya Banjar Getas No.10 Kampung Melayu, Bangsal, Ampenan Tengah, Mataram, Lombok 83112 Indonesia","Jl. Arya Banjar Getas No.10 Kampung Melayu, Bangsal, Ampenan Tengah, Mataram, Lombok 83112 Indonesia",$$-$$$,"['Indian', 'Mediterranean', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Pizza for Lunch in Mataram']","['Breakfast, Lunch, DinnerIndian, Mediterranean, Asian, Middle Eastern, Malaysian, Arabic', 'Breakfast, Lunch, Dinner', 'Indian, Mediterranean, Asian, Middle Eastern, Malaysian, Arabic']",[],9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,,,
1082,Warung Kota,4.7,"Pejarakan Karya, Ampenan, Mataram, Lombok 83122 Indonesia","Pejarakan Karya, Ampenan, Mataram, Lombok 83122 Indonesia",$$-$$$,"['Barbecue', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Cafes for Lunch in Mataram']","['Breakfast, Lunch, DinnerBarbecue', 'Breakfast, Lunch, Dinner']",[],10:00 AM - 10:00 PM,9:00 AM - 5:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,,,
1083,Elly Bell,4.7,"Jl Jatiluhur III, No 29, BTN Kekalik, Mataram, Mataram, Lombok Indonesia","Jl Jatiluhur III, No 29, BTN Kekalik, Mataram, Mataram, Lombok Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Pizza for Lunch in Mataram']","['Breakfast, LunchAsian, Indonesian', 'Breakfast, Lunch', 'Asian, Indonesian']",[],7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,,,
1084,Maira Crispy,4.7,,"Jln Wisata, Mataram, Lombok 83362 Indonesia",$$-$$$,"['Asian', 'Indonesian', 'Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram', 'Delis for Lunch in Mataram', 'Pizza for Lunch in Mataram']","['Breakfast, Lunch, Dinner, Late Night, DrinksAsian, Indonesian', 'Breakfast, Lunch, Dinner, Late Night, Drinks', 'Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
1085,Warung Hidayah,4.7,"Jl. Pariwisata Pantai Kuta, Kuta, Lombok 83573 Indonesia","Jl. Pariwisata Pantai Kuta, Kuta, Lombok 83573 Indonesia",$$-$$$,"['Italian', 'Asian', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta']","['Italian, Asian, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,,,
